SKU,Description,SP,MRP,productname,Size,imgurl,Stock
220033-130XT,"<div class=""more"" id=""hp_fix_desc"">
							<p>Three types of knit structure ensure that this Wrist Support provides a variety of levels of support and comfort, as well as enhancing performance.</p>

<p>The Magic Power Band, a high-density knit, covers the forearm and enhances gripping ability and forearm stability.</p>

<p>Across the carpel bones is the Y-shaped Stable Contoured Structure. This provides extra stability without excess pressure over the carpel tunnel.</p>

<p>The low-density knit is the Durable Fitting Knit. This allows the support to be breathable and durable, making it comfortable to wear over long periods of time.</p>

<p>The support is contoured around the wearers thumb and finger crest to allow for optimum movement as well as enhancing sensory-motor control. The strapping on the base of the forearm gives the wearer the choice of how much pressure is suitable to apply.</p>

<p>For sizing measure the circumference of your wrist:</p>
<ul>
<li>Small: 13 - 14.5cm</li>
<li>Medium: 14.5 - 16cm</li>
<li>Large: 16 - 17.5cm</li>
<li>X-Large: 17.5 - 19cm</li>
<li>XX-Large: 19 - 20.5cm</li></ul><br><p>Material</p><ul><li>Nylon 85%</li><li>Spandex 15%</li></ul>						</div>",£16.99," ,
							, ,
															",LP SUPPORTS X-Tremus Wrist Support,"S,M,L,XL,XXL","http://products.activinstinct.com/y2011/m03/220033/80776429-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
173277-551,"<div class=""more"" id=""hp_fix_desc"">
							<p>The tennis/golf brace is ideal for tennis elbow and golfer's elbow. Helps relieve elbow pain caused by muscle overuse or contusion.</p>
<ul>
<li>Foam pad helps relieve discomfort on both sides of forearm.</li>
<li>Molded rigid shell provides even pressure on the tissue around the elbow.</li>
<li>Adjustable hook and loop strap ensures comfortable fit and stabilization during activities.</li>
</ul><br>
<p>Features:</p>
<ul>
<li>Enhance stabilization - adjustable hook and loop closure enhances compression and stabilization abilty</li>
<li>Additional compression - additional pad improves extra compression and stabilization</li>
</ul><br>
<p>Size guide:</p>
<p>Small: 24-25cm</p>
<p>Medium: 26-27cm</p>
<p>Large: 28-30cm</p>
<p>X-Large: UK12Â¾-13"" - EURO31-33cm</p><p>Material</p><ul><li>Nylon 12%</li><li>Spandex 4%</li><li>EVA 17%</li><li>PE 67%</li></ul>						</div>",£16.99," ,
							, ,
															",LP SUPPORTS Tennis Brace,"S,M,L,XL","http://products.activinstinct.com/y2010/m05/173277/71160905-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7828-0912367,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit this tennis elbow brace support is unique, helping to reduce the stress around the elbow during intensive physical exertion.</p>

<p>Incredibly versatile it is suitable for use at work, during sport or at home.</p>

<p>To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them.</p>

<p>Size Guide:</p>

<p>XS: 19-22cm</p>
<p>S: 22-25cm</p>
<p>M: 25-28cm</p>
<p>L: 28-31cm</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£15.99," ,
							, ,
															",VULKAN Tennis Elbow Brace Support ,"XS,S,M,L","http://products.activinstinct.com/y2008/m12/7828/7828-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275872-4590,"<div class=""more"" id=""hp_fix_desc"">
							<p>This Wonder Wrap is an incredibly strong elastic wrap, made with nylon fibres, which helps support joints such as the ankle, elbow, knee, and wrist. The elastic design also allows for breathable, controlled compression.</p>

<p>This can wrapped around joints but also muscles as well, with an adjustable Velcro strap that makes for comfortable support. The Mueller Wonder Wrap helps reduce muscle strain and is easy to put on and to take off. The long-life fabric remains elastic, durable, and is reusable.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£9.99," ,
							, ,
															",MUELLER Wonder Wrap,"S/M,L/XL","http://products.activinstinct.com/y2012/m02/275872/24056956-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
16199-705CA,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides heat retention, compression and support to the quadriceps &amp; hamstrings areas.</li>
<li>Ideal for people recovering from pulled muscles in those areas.</li>
</ul><br>
<p>Measure around the mid-thigh</p>

<p>18-20"" - 45.7-50.8cm - Small</p>
<p>20(1/8)-22"" - 51.1-55.8cm - Medium</p>
<p>22(1/8)-24(7/8)"" - 56.2-63.2cm - Large</p>
<p>25-27(7/8)"" - 63.5-70.8cm - X-Large</p><p>Material</p><ul><li>Polyester 15%</li><li>Neoprene Rubber 70%</li><li>Stretch Nylon 15%</li></ul>						</div>",£16.25," ,
							, ,
															",LP SUPPORTS Extreme Thigh Support ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/16199/16199-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
16206-708CA,"<div class=""more"" id=""hp_fix_desc"">
							<p>Additional 1/8"" oval pad gives extra padded protection to the joint, reinforced patella stabiliser around kneecap prevents displacement, open patella relieves pressure on patella.</p>

<p>Helpful for postoperative knee problems, strains, arthritis and for protection against abrasions.</p>

<p>Stretch fabric inside ensures comfort during wear and makes it easy to slip on or off.</p>


<p>Measure around mid-section of the knee, while in standing position</p>

<p>13-14"" - 33-35.6cm - Small</p>
<p>14(1/8)-15"" - 35.9-38.1cm - Medium</p>
<p>15(1/8)-17"" - 38.4-43.2cm - Large</p>
<p>17(1/8)-20"" - 43.5-50.8cm - X-Large</p><p>Material</p><ul><li>Polyester 15%</li><li>Neoprene Rubber 70%</li><li>Stretch Nylon 15%</li></ul>						</div>",£16.99," ,
							, ,
															",LP SUPPORTS Extreme Open Knee Support ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/16206/51792038-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
428564-091527076,"<div class=""more"" id=""hp_fix_desc"">
							<p>VULKAN Neoprene helps retain heat at the site of the injury, accelerating the healing process by increasing blood flow and oxygen to the damaged tissues. This support has been designed with a unique combination of Coolmax and Airprene technology for unbeatable protection and performance.</p>

<p>Slimline VULKAN AIRXTEND is designed with adjustable tension straps to ensure a proper fit with minimal bunching and slippage. Due to its slim line construction the support can be worn under everyday clothing for treatment and support throughout the day.</p>

<p>Adjustable support provides even compression and maintains full range of movement for weak or injured elbows.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£9.99," ,
							, ,
															",VULKAN AIRXTEND Elbow Support,,"http://products.activinstinct.com/y2014/m05/428564/71035540-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275757-963,"<div class=""more"" id=""hp_fix_desc"">
							<p>This lightweight elastic knit provides firm support and maintains full range of movement for stiff, weak, or sore ankles. The contour design helps to prevent bunching and slippage, to ensure a proper fit. Reinforced trimmed edges improve durability.</p><p>Material</p><ul><li>Breathable Elastic </li><li>Neoprene Blend Textile </li></ul>						</div>",£9.99," ,
							, ,
															",MUELLER Elastic Ankle Support,"L,XL","http://products.activinstinct.com/y2012/m02/275757/93827843-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275692-70991,"<div class=""more"" id=""hp_fix_desc"">
							<p>An innovative product that always provides reliable, comfortable support to keep you active. Now Mueller Life Care delivers targeted support for the everyday needs of people of any age.</p>

<p>Designed to soothe and help reduce stiffness in the wrist, this support conforms to comfortably fit men or women. Offering all day comfort and support, this wont bind or bunch.</p><p>Material</p><ul><li>Nylon 73%</li><li>Spandex 19%</li><li>PVC 8%</li></ul>						</div>",£17.99," ,
							, ,
															",MUELLER Lifecare Wrist Support,"S,M,L,XL","http://products.activinstinct.com/y2012/m02/275692/81988036-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275823-415,"<div class=""more"" id=""hp_fix_desc"">
							<p>This lightweight support features an elastic knit to provide firm support, and also maintains full range of movement for stiff, weak, or sore elbows. The contour design helps prevent bunching and slippage, ensuring a proper fit, while reinforced trimmed edges improve durability.</p><p>Material</p><ul><li>Breathable Elastic </li><li>Neoprene Blend Textile </li></ul>						</div>",£9.99," ,
							, ,
															",MUELLER Elastic Elbow Support,"S,M,L,XL","http://products.activinstinct.com/y2012/m02/275823/30348633-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
314701-UP5370,"<div class=""more"" id=""hp_fix_desc"">
							<p>These support products are based on function and performance, designed to help athletes during sporting injury or weakness.</p>

<p>A lightweight, comfortable support that uses advanced knitting technology to provide firm, even support while maintaining a natural range of movement. The latest edge trim design helps prevent slippage, as well as reducing wear and the tailored design ensures all day comfort.</p>

<p>This is recommended for weak, stiff or aching elbows, mild sprains and strains, and tendonitis.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£9.99," ,
							, ,
															",ULTIMATE PERFORMANCE Tennis Elbow Support,,"http://products.activinstinct.com/y2012/m09/314701/37337861-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
392219-N.MS.30.001,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Nike Pro Combat Calf Sleeve is made with snug-fitting fabric and abrasion-resistant construction to help keep joints and muscles warm and supported during practice or game day.</p>

<ul>
<li>Abrasion-resistant construction for minimal distractions</li>
<li>Lightweight Ariaprene keeps muscles warm while supporting joints</li>
<li>Contoured design for freedom of movement</li>
<li>Elastic binding and silicone grip for an optimal fit</li>
<li>Strategically placed mesh for breathability</li>
<li>40% Nylon, 21% TPE, 15% Polyester, 13% Silicone, 11% Spandex</li></ul><br><p>Material</p><ul><li>Nylon </li></ul>						</div>",£10.00," ,
							, ,
															",NIKE Pro Combat Calf Sleeve,"S,M,L,XL","http://products.activinstinct.com/y2013/m11/392219/29534537-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9424-705 ////,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides heat retention, compression and support to the quadricep &amp; hamstring areas.</li>
<li>Ideal for people recovering from pulled muscles in those areas.</li>
</ul><br>
<p>Measure around the mid-thigh</p>

<p>16(1/8)-17(7/8)"" - 42.8-45.4cm - X-Small</p>
<p>18-20"" - 45.7-50.8cm - Small</p>
<p>20(1/8)-22"" - 51.1-55.8cm - Medium</p>
<p>22(1/8)-24(7/8)"" - 56.2-63.2cm - Large</p>
<p>25-27(7/8)"" - 63.5-70.5cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£10.25," ,
							, ,
															",LP SUPPORTS Thigh Support ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/9424/69099939-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
15708-692,"<div class=""more"" id=""hp_fix_desc"">
							<p>LP® MaxWrap® can be applied so that the support/compression can be specifically selected and isolated to the injured part of the limb , while leaving the rest of the limb free of compression. This concept and the construction of the fabric, is so unique and fundamentally different from any of its competitors that it is patented internationally.</p>

<p>Each of the LP® MaxWrap® products has a specific range of applications and one size fits all. It is designed to meet the requirements of the sports medicine and medical sectors, as well as those of industry, home and office use</p>

<p>One Size Fits All</p><p>Material</p><ul><li>Polyester 68%</li><li>Elastomer 32%</li></ul>						</div>",£10.25," ,
							, ,
															",LP SUPPORTS Maxwrap Hand/Elbow/Patella ,,"http://products.activinstinct.com/y2008/m12/15708/15708-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
268184-250,"<div class=""more"" id=""hp_fix_desc"">
							<p>Power band designed around elbow improves muscle balance and thus enhances joint stability. The Regulation Area can facilitate motional agility and provide smooth support while in use. The short sleeve allows for incredibly comfortable motion without restriction so you can use it while still exercising. The seamless Lycra Soft construction ensures that the support is durable, breathable and fits perfectly.</p>

<p>Measure around centre of forearm</p>

<p>8-9(1/2)"" - 20.3-24.2cm - Small</p>
<p>9(1/2)-11"" - 24.2-28cm - Medium</p>
<p>11-12(1/2)"" - 28-31.8cm - Large</p>
<p>12(1/2)-14"" - 31.8-35.6cm - X-Large</p><p>Material</p><ul><li>Lycra </li></ul>						</div>",£9.99," ,
							, ,
															",LP SUPPORTS Power Elbow Sleeve,"S,M,L,XL","http://products.activinstinct.com/y2012/m01/268184/28212903-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
268194-306,"<div class=""more"" id=""hp_fix_desc"">
							<p>Insoles that are constructed with mouldable memory foam to adapt to the shape of each foot to provide a customised fit and excellent comfort and durability. The granular patterns at bottom of the insoles prevent slipping inside the shoe so that that mould stays exactly how it should be, rather than being affected by a poor fit. The top cloth cover provides better comfort by keeping the feet cool and dry.</p>

<p>Euro - UK - Size</p>
<p>34-36 - 1-3 - X-Small</p>
<p>37-40 - 4-6 - Small</p>
<p>41-43 - 7-9 - Medium</p>
<p>45-74 - 10-12 - Large</p><p>Material</p><ul><li>Poliyou </li></ul>						</div>",£10.50," ,
							, ,
															",LP SUPPORTS Pedimemory Insoles,"XS,S,M,L","http://products.activinstinct.com/y2012/m01/268194/27892994-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
